Shipment Date,Matching Fields,Consignee,Consignee_Clean,Consignee Full Address,Consignee_Address,Consignee Email 1,Consignee Phone 1,Consignee Website 1,Consignee Profile,Consignee Trade Roles,Shipper,Shipper_Clean,Shipper Full Address,Shipper_Address,Shipper Email 1,Shipper Phone 1,Shipper Website 1,Shipper Profile,Shipper Trade Roles,Notify Party,Notify_Party,HS Code,Goods Shipped,Volume (TEU),Gross Weight (kg)
2021-03-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,7 X 40 CONTAINERS CONTAINING 245 BALES OF WASTE PAPER DOUBLE SORTED OCC,14,163602.01
2021-03-31,HS Code (4-digit),Irani Papel E Embalagem S.A.,Irani Papel E Embalagem S.A.,"BR-153, Vargem Bonita - SC, 89675-000, Brazil","BR-153, Vargem Bonita - SC, 89675-000, Brazil",,,,https://panjiva.com/Irani-Papel-E-Embalagem-S-A/75151281,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,47071000,2 X 40 CONTAINERS CONTAINING 40 BALES OF WASTE PAPER,4,46085
2021-03-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,6 X 40 CONTAINERS CONTAINING 135 BALES OF WASTE PAPER DSOCCDOUBLE SORTED OCC PSI,12,120184
2021-03-31,HS Code (4-digit),Starhouse Logistica & Transporte Multimodal Ltda,Starhouse Logistica & Transporte Multimodal Ltda,R MAR DE CRETA 63 PARQUE RIBEIRO DE LI - BARUERI - SP - 6405010,R MAR DE CRETA 63 PARQUE RIBEIRO DE LI - BARUERI - SP - 6405010,,,,https://panjiva.com/Starhouse-Logistica-Transporte-Multimodal-Ltda/67786768,Logistics,"R & R Logistics Co., Ltd.","R & R Logistics Co., Ltd.",Dominican Republic,Dominican Republic,,,,https://panjiva.com/R-R-Logistics-Co-Ltd/100700754,Logistics,STARHOUSE LOGISTICA & TRANSPORTE MULTIMODAL LTDA,STARHOUSE LOGISTICA & TRANSPORTE MULTIMODAL LTDA,47071000,13 X 40 CONTAINERS CONTAINING 459 BALES OF OCC 12,26,301501.01
2021-03-31,HS Code (4-digit),Avelino Bragagnolo Sa Industria E Comercio,Avelino Bragagnolo Sa Industria E Comercio,"Rod. FAG 050 km 13 - R. Barra Grande, Faxinal dos Guedes - SC, 89694-000, Brazil","Rod. FAG 050 km 13 - R. Barra Grande, Faxinal dos Guedes - SC, 89694-000, Brazil",,,,https://panjiva.com/Avelino-Bragagnolo-SA-Industria-E-Comercio/36030413,Manufacturer,Ekman & Co Inc.,Ekman & Co Inc.,"Miami, FL 33178, USA","Miami, FL 33178, USA",,,,https://panjiva.com/Ekman-Co-Inc/87844569,,AVELINO BRAGAGNOLO SA INDUSTRIA E COMERCIO,AVELINO BRAGAGNOLO SA INDUSTRIA E COMERCIO,47071000,10 X 40 CONTAINERS CONTAINING 290 BALES OF WASTE PAPER,20,249270
2021-03-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,"R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil","R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil",,,,https://panjiva.com/Trombini-Embalagens-SA/42209352,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,4 X 40 CONTAINERS CONTAINING 147 BALES OF WASTE PAPER DSOCC DOUBLE SORTED OCC PSI WASTE PAPER,8,92205
2021-03-31,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Ekman & Co Inc.,Ekman & Co Inc.,"Miami, FL 33178, USA","Miami, FL 33178, USA",,,,https://panjiva.com/Ekman-Co-Inc/87844569,,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,5 X 40 CONTAINERS CONTAINING 203 BALES OF WASTE PAPER,10,124549
2021-03-31,HS Code (4-digit),Craft Multimodal Ltda,Craft Multimodal Ltda,"Av. das Nações Unidas, 12551 - 24 ANDAR CJ 2402 - Cidade Monções, São Paulo - SP, 04578-000, Brazil","Av. das Nações Unidas, 12551 - 24 ANDAR CJ 2402 - Cidade Monções, São Paulo - SP, 04578-000, Brazil",,,,https://panjiva.com/Craft-Multimodal-Ltda/38528680,Logistics,Caribetrans Sa,Caribetrans Sa,"Carretera Sanchez Km. 12 1/2, Santo Domingo 11116, Dominican Republic","Carretera Sanchez Km. 12 1/2, Santo Domingo 11116, Dominican Republic",,,,https://panjiva.com/Caribetrans-SA/73286398,Logistics,CRAFT MULTIMODAL,CRAFT MULTIMODAL,47070000,5 X 40 CONTAINERS CONTAINING 177 BOXES OF NO NO COMMODITY,10,102980
2021-03-30,HS Code (4-digit),Fabrica De Papel E Papelao Nossa Senhora Da Penha Sa,Fabrica De Papel E Papelao Nossa Senhora Da Penha Sa,"Rodovia BR 158 Km 495, S/N - Ponte do Rio Chopim, Cel. Vivida - PR, 85550-000, Brazil","Rodovia BR 158 Km 495, S/N - Ponte do Rio Chopim, Cel. Vivida - PR, 85550-000, Brazil",,,,https://panjiva.com/Fabrica-De-Papel-E-Papelao-Nossa-Senhora-Da-Penha-SA/48500061,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,FABRICA DE PAPEL E PAPELAO NOSSA SENHORA DA PENHA SA,FABRICA DE PAPEL E PAPELAO NOSSA SENHORA DA PENHA SA,47071000,10 X 40 CONTAINERS CONTAINING 332 BALES OF WASTE PAPER DOUBLE SORTED OCC WASTE PAPER DOUBLE SORTED,20,213967
2021-03-30,HS Code (4-digit),Irani Papel E Embalagem S.A.,Irani Papel E Embalagem S.A.,"BR-153, Vargem Bonita - SC, 89675-000, Brazil","BR-153, Vargem Bonita - SC, 89675-000, Brazil",,,,https://panjiva.com/Irani-Papel-E-Embalagem-S-A/87841974,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,47071000,7 X 40 CONTAINERS CONTAINING 208 BALES OF WASTE PAPER DLKCC (NO DARK,14,136478
2021-03-29,HS Code (4-digit),Isidorio & Moraes Papeis E Embalagens Ltda,Isidorio & Moraes Papeis E Embalagens Ltda,RODOVIA ALKINDAR MONTEIRO J S N KM 298 AC VIC MOEN SITIO MOENDA - ITATIBA - SP - 13252810,RODOVIA ALKINDAR MONTEIRO J S N KM 298 AC VIC MOEN SITIO MOENDA - ITATIBA - SP - 13252810,,,,https://panjiva.com/Isidorio-Moraes-Papeis-E-Embalagens-Ltda/39202222,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,ISIDORIO & MORAES PAPEIS E EMBALAGENS LTDA,ISIDORIO & MORAES PAPEIS E EMBALAGENS LTDA,47071000,2 X 40 CONTAINERS CONTAINING 58 BALES OF WASTE PAPER DOUBLE SORTED OCC - APARAS DE PAPELAO,4,46761
2021-03-29,HS Code (4-digit),Jaepel Papeis E Embalagens Sa,Jaepel Papeis E Embalagens Sa,RUA EIXO PRINCIPAL SN QD 02 MOD 01 20 AGROINDUSTRIAL - SENADOR CANEDO - GO - 75250000,RUA EIXO PRINCIPAL SN QD 02 MOD 01 20 AGROINDUSTRIAL - SENADOR CANEDO - GO - 75250000,,,,https://panjiva.com/Jaepel-Papeis-E-Embalagens-SA/41812284,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,ADUANA PROJETOS DESPACHOS & TRANSPORTES LTDA,ADUANA PROJETOS DESPACHOS & TRANSPORTES LTDA,47071000,5 X 40 CONTAINERS CONTAINING 142 BALES OF WASTE PAPER DOUBLE SORTED OCC,10,92506
2021-03-28,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Cellmark Inc.,Cellmark Inc.,Puerto Rico,Puerto Rico,,,,https://panjiva.com/Cellmark-Inc/38699645,,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47071000,13 X 40 CONTAINERS CONTAINING 547 BALES OF WASTE PAPER DOUBLE SORTED OCC PSI#12 HARMONIZED CODE: 470710WASTE PAPER DOUBLE SORTED OCC PSI#12 HARMONIZED CODE: 470710WASTE PAPER DOUBLE SORTED OCC P,26,321009
2021-03-28,HS Code (4-digit),Irani Papel E Embalagem S.A.,Irani Papel E Embalagem S.A.,"BR-153, Vargem Bonita - SC, 89675-000, Brazil","BR-153, Vargem Bonita - SC, 89675-000, Brazil",,,,https://panjiva.com/Irani-Papel-E-Embalagem-S-A/87841974,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,47071000,8 X 40 CONTAINERS CONTAINING 272 BALES OF WASTE PAPER DOUBLE SORTED OCC APARAS PAPELAO ONDULADO,16,195192
2021-03-28,HS Code (4-digit),Starhouse Logistica & Transporte Multimodal Ltda,Starhouse Logistica & Transporte Multimodal Ltda,R MAR DE CRETA 63 PARQUE RIBEIRO DE LI - BARUERI - SP - 6405010,R MAR DE CRETA 63 PARQUE RIBEIRO DE LI - BARUERI - SP - 6405010,,,,https://panjiva.com/Starhouse-Logistica-Transporte-Multimodal-Ltda/67786768,Logistics,"R & R Logistics Co., Ltd.","R & R Logistics Co., Ltd.",Dominican Republic,Dominican Republic,,,,https://panjiva.com/R-R-Logistics-Co-Ltd/100700754,Logistics,STARHOUSE LOGISTICA & TRANSPORTE MULTIMODAL LTDA,STARHOUSE LOGISTICA & TRANSPORTE MULTIMODAL LTDA,47071000,10 X 40 CONTAINERS CONTAINING 357 BALES OF RECOVERED (WASTE AND SCRAP) PAPER OR PAPERBOARD - UNBLEACHED KRAFT PAPER OR PAPERBOARD OR CORRUGATED PAPER OR PAPERBOARD,20,240310
2021-03-28,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,"R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil","R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil",,,,https://panjiva.com/Trombini-Embalagens-SA/42209352,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47071000,2 X 40 CONTAINERS CONTAINING 80 BALES OF WASTE PAPER DOUBLE SORTED OCC PSI #12- APARAS E DESPERDICIOS DE PAPEL KRAFT ONDULADO ESPECIAL POS CO +NSUMO OCC12,4,49851
2021-03-28,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Cellmark Inc.,Cellmark Inc.,Puerto Rico,Puerto Rico,,,,https://panjiva.com/Cellmark-Inc/38699645,,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,6 X 40 CONTAINERS CONTAINING 243 BALES OF WASTE PAPER DSOCCDOUBLE SORTED,12,147600.01
2021-03-28,HS Code (4-digit),Irani Papel E Embalagem S.A.,Irani Papel E Embalagem S.A.,"BR-153, Vargem Bonita - SC, 89675-000, Brazil","BR-153, Vargem Bonita - SC, 89675-000, Brazil",,,,https://panjiva.com/Irani-Papel-E-Embalagem-S-A/87841974,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,47071000,1 X 40 CONTAINERS CONTAINING 16 BALES OF WASTE PAPER DOUBLE SORTED,2,23759
2021-03-28,HS Code (4-digit),Brasil Mundi Importacao & Exportacao Ltda,Brasil Mundi Importacao & Exportacao Ltda,"R. Fúlvio Aducci, 1214 - Estreito, Florianópolis - SC, 88075-001, Brazil","R. Fúlvio Aducci, 1214 - Estreito, Florianópolis - SC, 88075-001, Brazil",,,,https://panjiva.com/Brasil-Mundi-Importacao-Exportacao-Ltda/63401513,Trading Company,Ekman & Co Inc.,Ekman & Co Inc.,"Miami, FL 33178, USA","Miami, FL 33178, USA",,,,https://panjiva.com/Ekman-Co-Inc/87844569,,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,47070000,9 X 40 CONTAINERS CONTAINING 288 BALES OF APARAS PAPELAO ONDULADO I,18,222598.01
2021-03-28,HS Code (4-digit),Irani Papel E Embalagem S.A.,Irani Papel E Embalagem S.A.,"BR-153, Vargem Bonita - SC, 89675-000, Brazil","BR-153, Vargem Bonita - SC, 89675-000, Brazil",,,,https://panjiva.com/Irani-Papel-E-Embalagem-S-A/87841974,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,47071000,4 X 40 CONTAINERS CONTAINING 171 BALES OF WASTE PAPER DOUBLE SORTED OCC -APARAS PAPELAO ONDULADO IBAMA OCC 12WASTE PAPER DOUBLE SORTED OCC -APARAS PAPELAO ONDULADO IBAMA OCC WASTE PAPER DOUBLE SORTED OCC 12 -APARAS PAPELAO ONDULADO IBAMA OCC 12WASTE PAPER DOUBLE SORTED OCC 12 -APARAS PAPELAO ONDULADO 030105 IBAMA OCC 12,8,96455
2021-03-28,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,"R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil","R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil",,,,https://panjiva.com/Trombini-Embalagens-SA/42209352,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,2 X 40 CONTAINERS CONTAINING 88 BALES OF WASTE PAPER DOUBLE SORTED OCC,4,47473
2021-03-28,HS Code (4-digit),Irani Papel E Embalagem S.A.,Irani Papel E Embalagem S.A.,"BR-153, Vargem Bonita - SC, 89675-000, Brazil","BR-153, Vargem Bonita - SC, 89675-000, Brazil",,,,https://panjiva.com/Irani-Papel-E-Embalagem-S-A/87841974,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,BRASIL MUNDI IMPORTACAO & EXPORTACAO LTDA,47071000,3 X 40 CONTAINERS CONTAINING 60 BALES OF WASTE PAPER DOUBLE SORTED OCC -APARAS PAPELAO ONDULADO IBAMA OCC WASTE PAPER DOUBLE SORTED OCC APARAS PAPELAO ONDULADO IBAMA OCC WASTE PAPER DOUBLE SORTED OCC APARAS PAPELAO ONDULADO IBAMA OCC,6,69046
2021-03-28,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Freska Produce International Llc,Freska Produce International Llc,United States,United States,,,,https://panjiva.com/Freska-Produce-International-Llc/98107961,,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,9 X 40 CONTAINERS CONTAINING 276 BALES OF WASTE PAPER,18,222063
2021-03-28,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Cellmark Inc.,Cellmark Inc.,Puerto Rico,Puerto Rico,,,,https://panjiva.com/Cellmark-Inc/38699645,,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,1 X 40 CONTAINERS CONTAINING 42 BALES OF WASTE PAPER DOUBLE SORTED OCC,2,24966
2021-03-28,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,"R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil","R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil",,,,https://panjiva.com/Trombini-Embalagens-SA/42209352,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,"10 X 40 CONTAINERS CONTAINING 360 BALES OF WASTE PAPER DSOCCDOUBLE SORTED OCC DESPERDICIOS DE PAPEL KRAFT ONDULADO ESPECIAL POS CONSUMO,",20,238656.01
2021-03-25,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,"R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil","R. José Casagrande, 803 - Vista Alegre, Curitiba - PR, Brazil",,,,https://panjiva.com/Trombini-Embalagens-SA/42209352,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,"5 X 40 CONTAINERS CONTAINING 102 BALES OF WASTE PAPER DSOCC DOUBLE SORTED OCC PSI APARAS E DESPERDICIOS DE PAPEL KRAFT ONDULADO ESPECIAL POS CONSUMO,",10,120504
2021-03-25,HS Code (4-digit),Trombini Embalagens Sa,Trombini Embalagens Sa,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,AVENIDA CACADOR 93 CENTRO - FRAIBURGO - SC - 0,,,,https://panjiva.com/Trombini-Embalagens-SA/42209321,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,TROMBINI EMBALAGENS SA,TROMBINI EMBALAGENS SA,47070000,"5 X 40 CONTAINERS CONTAINING 170 BALES OF WASTE PAPER DSOCC DOUBLE SORTED OCC PSI 12 APARAS E DESPERDICIOS DE PAPEL KRAFT   ONDULADO ESPECIAL POS CONSUMO,",10,117592
2021-03-22,HS Code (4-digit),Lutepel Industria E Comercio De Papel Ltda,Lutepel Industria E Comercio De Papel Ltda,"R. Ana Neri, 365 - Parque Res. Sao Jose, Lençóis Paulista - SP, 18681-160, Brazil","R. Ana Neri, 365 - Parque Res. Sao Jose, Lençóis Paulista - SP, 18681-160, Brazil",,,,https://panjiva.com/Lutepel-Industria-E-Comercio-De-Papel-Ltda/37428714,Manufacturer,Ricova International Inc.,Ricova International Inc.,"Panama City, Panama","Panama City, Panama",,,,https://panjiva.com/Ricova-International-Inc/46487633,,LUTEPEL INDUSTRIA & COMERCIO DE PAPEL LTDA,LUTEPEL INDUSTRIA & COMERCIO DE PAPEL LTDA,47071000,3 X 40 CONTAINERS CONTAINING 129 BALES OF DKL,6,62605
2021-03-21,HS Code (4-digit),Isidorio & Moraes Papeis E Embalagens Ltda,Isidorio & Moraes Papeis E Embalagens Ltda,RODOVIA ALKINDAR MONTEIRO J S N KM 298 AC VIC MOEN SITIO MOENDA - ITATIBA - SP - 13252810,RODOVIA ALKINDAR MONTEIRO J S N KM 298 AC VIC MOEN SITIO MOENDA - ITATIBA - SP - 13252810,,,,https://panjiva.com/Isidorio-Moraes-Papeis-E-Embalagens-Ltda/39202222,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,ISIDORIO & MORAES PAPEIS E EMBALAGENS LTDA,ISIDORIO & MORAES PAPEIS E EMBALAGENS LTDA,47071000,5 X 40 CONTAINERS CONTAINING 206 BALES OF WASTE PAPER DOUBLE SORTED OCC - APARAS DE PAPELAO,10,121328
2021-03-21,HS Code (4-digit),Industria De Embalagens Tocantins Ltda,Industria De Embalagens Tocantins Ltda,"Estrada Municipal dos Pericos, 200 - KM 2,5 Bairro dos Rabelos, Camanducaia - MG, 37650-000, Brazil","Estrada Municipal dos Pericos, 200 - KM 2,5 Bairro dos Rabelos, Camanducaia - MG, 37650-000, Brazil",,,,https://panjiva.com/Industria-De-Embalagens-Tocantins-Ltda/36031962,Manufacturer,Ekman & Co Inc.,Ekman & Co Inc.,"Miami, FL 33178, USA","Miami, FL 33178, USA",,,,https://panjiva.com/Ekman-Co-Inc/87844569,,INDUSTRIA DE EMBALAGENS TOCANTINS LTDA,INDUSTRIA DE EMBALAGENS TOCANTINS LTDA,47070000,10 X 40 CONTAINERS CONTAINING 233 BLOCKS OF PAPER,20,252617
2021-03-21,HS Code (4-digit),Cartonificio Valinhos Sa,Cartonificio Valinhos Sa,"R. Doze de Outubro, 20 - Vila Santana, Valinhos - SP, Brazil","R. Doze de Outubro, 20 - Vila Santana, Valinhos - SP, Brazil",,,,https://panjiva.com/Cartonificio-Valinhos-SA/37428777,,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,CARTONIFICIO VALINHOS SA,CARTONIFICIO VALINHOS SA,47071000,5 X 40 CONTAINERS CONTAINING 100 BALES OF WASTE PAPER DOUBLE SORTED,10,114551
2021-03-21,HS Code (4-digit),Cartonificio Valinhos Sa,Cartonificio Valinhos Sa,"R. Doze de Outubro, 20 - Vila Santana, Valinhos - SP, Brazil","R. Doze de Outubro, 20 - Vila Santana, Valinhos - SP, Brazil",,,,https://panjiva.com/Cartonificio-Valinhos-SA/37428777,,Ekman & Co Inc.,Ekman & Co Inc.,"Miami, FL 33178, USA","Miami, FL 33178, USA",,,,https://panjiva.com/Ekman-Co-Inc/87844569,,CARTONIFICIO VALINHOS SA,CARTONIFICIO VALINHOS SA,47071000,19 X 40 CONTAINERS CONTAINING 601 BALES OF WASTE PAPER,38,466815
2021-03-21,HS Code (4-digit),Isidorio & Moraes Papeis E Embalagens Ltda,Isidorio & Moraes Papeis E Embalagens Ltda,RODOVIA ALKINDAR MONTEIRO J S N KM 298 AC VIC MOEN SITIO MOENDA - ITATIBA - SP - 13252810,RODOVIA ALKINDAR MONTEIRO J S N KM 298 AC VIC MOEN SITIO MOENDA - ITATIBA - SP - 13252810,,,,https://panjiva.com/Isidorio-Moraes-Papeis-E-Embalagens-Ltda/39202222,Manufacturer,Cellmark Inc.,Cellmark Inc.,"4294 Swinnea Rd, Memphis, TN 38118, USA","4294 Swinnea Rd, Memphis, TN 38118, USA",anamaria.candanoza@cellmark.com,+1 415 945 2400,,https://panjiva.com/Cellmark-Inc/34600185,Logistics,ISIDORIO & MORAES PAPEIS E EMBALAGENS LTDA,ISIDORIO & MORAES PAPEIS E EMBALAGENS LTDA,47071000,3 X 40 CONTAINERS CONTAINING 95 BALES OF WASTE PAPER DOUBLE SORTED OCC APARAS DE PAPELAO,6,71720
